shape,batch,high_every,count,valid_count,fp16_wins,rowwise_wins,fp16_speedup_median,fp16_speedup_p90,fp16_speedup_max,rowwise_speedup_median,rowwise_speedup_max,compression_median,rel_l2_median,guard_vram_ratio_max
2048x1024,8,16,12,12,1,9,0.37300080254425916,0.7022057973775528,1.3194047030851739,1.6032147222562925,2.2437178540879974,3.7034358047016274,0.13818664848804474,0.4381057538952276
2048x1024,16,16,12,12,1,12,0.38432075141716904,0.6263688267838866,1.654255104449623,3.0704356126984527,3.5291709906694066,3.7034358047016274,0.13734383881092072,0.4513556618819777
