left_name,right_name,shared_modules,left_positive,right_positive,both_positive,either_positive,positive_jaccard,sign_agreement,positive_pearson,positive_spearman,score_pearson,score_spearman,score_kendall_tau_a
WikiText2,C4,113,67,52,37,82,0.451220,0.601770,0.421868,0.190216,0.106277,0.184465,0.179226
