label,model,prompt_count,max_length,group_size,reuse_model,base_ppl,best_ppl,improvement_ppl,trials,best_swap,guard_status,max_memory_mib,memory_total_mib,max_memory_ratio,max_utilization_pct
smollm2_1p7b_wikitext2_32,HuggingFaceTB/SmolLM2-1.7B-Instruct,32,128,128,true,15.120699,15.120699,0.000000,4,"none",pass,6918,8151,0.848730,69
