label,model,prompt_count,max_length,group_size,reuse_model,base_ppl,best_ppl,improvement_ppl,trials,best_swap,guard_status,max_memory_mib,memory_total_mib,max_memory_ratio,max_utilization_pct
smollm2_1p7b_c4_64,HuggingFaceTB/SmolLM2-1.7B-Instruct,64,128,128,true,21.426924,21.426924,0.000000,4,"none",pass,6261,8151,0.768127,66
