dataset,model,prompt_count,max_length,dtype,config,mode,ppl,mean_nll,delta_nll_vs_fp16,ppl_ratio_vs_fp16,tokens,bit_hist,allocation,method
WikiText2-16,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,16,128,float16,fp16,fp16,11.283004888028321,2.423297601376841,0.0,1.0,1497,"{""16"": 197}",,
WikiText2-16,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,16,128,float16,uniform_int4,uniform_int4,15.838285313579773,2.7624301301214644,0.3391325287446234,1.4037293673766613,1497,"{""4"": 197}",,
WikiText2-16,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,16,128,float16,uniform_int3,uniform_int3,381.7257263033366,5.944702356755136,3.521404755378295,33.8319206710937,1497,"{""3"": 197}",,
WikiText2-16,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,16,128,float16,loss_sensitive_4to8_2p,allocation,13.765167506890553,2.6221413075645206,0.19884370618767955,1.2199912739110745,1497,"{""4"": 137, ""8"": 60}",outputs/qwen25_1p5b_loss_sensitive_alloc_4to8_limit2_group128_summary.json,loss_sensitive_4to8
C4-32,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,32,128,float16,fp16,fp16,17.883192018269522,2.883861278323482,0.0,1.0,3666,"{""16"": 197}",,
C4-32,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,32,128,float16,uniform_int4,uniform_int4,23.571071752753777,3.160020186968729,0.27615890864524717,1.3180572980860183,3666,"{""4"": 197}",,
C4-32,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,32,128,float16,uniform_int3,uniform_int3,289.1917887099656,5.66709009676245,2.7832288184389675,16.171150453147646,3666,"{""3"": 197}",,
C4-32,/mnt/c/Users/18042/models/Qwen2.5-1.5B-Instruct,32,128,float16,loss_sensitive_4to8_2p,allocation,22.885908091720193,3.130521353970313,0.2466600756468309,1.279744022674469,3666,"{""4"": 137, ""8"": 60}",outputs/qwen25_1p5b_loss_sensitive_alloc_4to8_limit2_group128_summary.json,loss_sensitive_4to8
