dataset,target_name,fp16,uniform_int4,target,category,best_random,best_random_name,random_mean,random_max,random_count,target_improvement_vs_uniform,target_margin_vs_best_random,target_margin_vs_random_mean
olmo2_consensus_vs_random16_wikitext2_64,wikitext_c4_consensus,18.857286,22.488793,21.034884,,21.463670,random_seed_20260610,21.676459,22.151195,16,1.453910,0.428787,0.641575
olmo2_consensus_vs_random16_c4_64,wikitext_c4_consensus,32.273629,36.833415,35.472635,,35.584622,random_seed_20260619,36.038200,36.519148,16,1.360779,0.111987,0.565564
