label,model,prompt_count,max_length,group_size,reuse_model,base_ppl,best_ppl,improvement_ppl,trials,best_swap,guard_status,max_memory_mib,memory_total_mib,max_memory_ratio,max_utilization_pct
smollm2_1p7b_wikitext2_64,HuggingFaceTB/SmolLM2-1.7B-Instruct,64,128,128,true,14.887731,14.837566,0.050165,8,"model.layers.12.self_attn.v_proj -> model.layers.22.self_attn.v_proj",pass,6269,8151,0.769108,68
