dataset,target_name,fp16,uniform_int4,target,category,best_random,best_random_name,random_mean,random_max,random_count,target_improvement_vs_uniform,target_margin_vs_best_random,target_margin_vs_random_mean
c4_128,wikitext_c4_consensus,29.406516,35.792323,32.880630,34.194696,33.273398,random_budget_seed_20260606,34.565574,35.141595,4,2.911693,0.392768,1.684944
