label,returncode,killed,max_memory_mib,memory_total_mib,max_memory_ratio,max_utilization_pct,status
wikitext2_32,0,false,6918,8151,0.848730,69,pass
wikitext2_64,0,false,6269,8151,0.769108,68,pass
c4_64,0,false,6261,8151,0.768127,66,pass
