dataset,target_name,fp16,uniform_int4,target,category,best_random,best_random_name,random_mean,random_max,random_count,target_improvement_vs_uniform,target_margin_vs_best_random,target_margin_vs_random_mean
wikitext2_64,wikitext_c4_consensus,21.655224,31.188522,26.325957,27.483801,27.668480,random_budget_seed_20260619,28.290525,29.968161,16,4.862565,1.342523,1.964568
c4_64,wikitext_c4_consensus,25.550963,30.740999,28.330317,29.275997,28.456214,random_budget_seed_20260612,29.435654,30.040802,16,2.410682,0.125897,1.105338
wikitext2_128,wikitext_c4_consensus,20.293116,28.212482,24.206481,25.303980,25.187569,random_budget_seed_20260619,26.082716,28.164518,16,4.006001,0.981088,1.876236
